"bugID";"sd";"cl";"pd";"co";"rp";"os";"bs";"rs";"pr";"bsr"
"556113";"[Detachment] Detachment of Sirius Representation is not complete";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556114";"[Detachment][UI] Activate viewpoint page when viewpoints exist in the workspace launch exception";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556115";"NPE in detachment";"Polarsys";"Kitalpha";"CTK";"PC";"All";"RESOLVED";"FIXED";"P3";"normal"
"556116";"[resource reuse] Name attribute should not be mandatory";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556117";"Backport Detachment bug fix on 1.0.x";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P1";"major"
"556118";"Update Amalgam to include fix of 510762 bugzilla on 1.1.1";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556119";"[detachment] fix support for readonly resources";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556120";"[resource reuse] NPE while opening 'Load reusable resource' dialog";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556123";"[resourcereuse/emfscheme] Add support for metadata";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"enhancement"
"556124";"Cannot load eMDE from target platform";"Polarsys";"Kitalpha";"CTK";"All";"All";"RESOLVED";"WONTFIX";"P3";"normal"
"556125";"[emfscheme] the dialog lacks of customisation feature";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"critical"
"556126";"[emfscheme] additional constraints have been added to acceptable values";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556127";"[emfscheme] can't reopen a model";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"critical"
"556128";"[emfscheme] Integration sirius does not work as expected";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556129";"[emfscheme] needs more robustness";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"major"
"556130";"[emfscheme] design issues";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556131";"split org.polarsys.kitalpha.ad.feature";"Polarsys";"Kitalpha";"CTK";"All";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"556132";"[Description Edition] Rich Text Widget Edition for MDE";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556133";"Upgrade eMDE generation patterns from Mars to Neon";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556134";"[eMDE] Remove useless customizations in generated code";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556135";"[Detachment] Diagram Refresh is not complete with Sirius 5.0.x";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556136";"[Gendoc] deactivate autoscaling on diagram export of the docgen";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556137";"[eMDE] Error in generated code";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556138";"[eMDE] compilation errors in generated code";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556140";"fix method getAllExtendedModels() in ExtensibleModel class";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556141";"[emde] load resource action does not work";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556142";"[DocGen] Performance issue at computing concepts index on big models";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556143";"[Detachment] Referenced viewpoint without used them in model are not detached";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556144";"[Richtext] Some icons are not displayed";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556145";"Add a Save button to save the content of the rich text editor";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556146";"[Richtext]Exception when using an absolute path in a description";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556147";"[Richtext] Allow Double click action to open links";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556148";"Fix the synchronization between different opened richtext editors of the same element";"Polarsys";"Kitalpha";"CTK";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"enhancement"
"556149";"Lost editing description in properties view while changing the selection element";"Polarsys";"Kitalpha";"CTK";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"enhancement"
"556150";"StackOverFlow exception thrown when opening emf treeviewer editor";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556151";"Detachment  causes platform crash";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556152";"[ResourceReuse] override equals and hash codes methods to compare two resources";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556153";"Add a paste listener to alert user about dirty text";"Polarsys";"Kitalpha";"CTK";"PC";"All";"RESOLVED";"FIXED";"P3";"normal"
"556154";"[Richtext] To create links to DRepresentations, use their UID if possible";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556155";"[eMDE] Generation extension Child Extender is not consistent";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556156";"[genchain] Add support for cdo generator";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"enhancement"
"556157";"[Richtext] The web editor is not closed when the project/element is deleted";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556158";"[Richtext] Non-saved text in widget viewer is lost at the opened the editor";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556159";"Add the possibility to contribute features of input model that the title of Richtext Editors must be synchronized to";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556160";"[Detachment] Unknown Sirius Computed Colors are not deleted at detachment";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556161";"[Richtext] Fix potentiel NPE in MDERichTextHelper#getProjectPath(EObject)";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556162";"[Richtext] URL with https cannot be opened by Open Link menu";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556163";"[Richtext] Synchronize the dirty state of editor and workspace resource and improve the performance of editor";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556164";"[Richtext] Editor's dirty state is not correct when the stored feature has not been set";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556165";"[Richtext] Do not take the focus on editor startup and only set feature content when editor has the focus";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556166";"[Richtext] Save content before disposing the richtext widget";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556167";"[Richtext] Backslashes are not persisted in the editor";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556168";"Links toward diagrams and model elements doesn't work on remote model and on DTables";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P4";"major"
"556169";"[RichText] NPE when deleting a project with a Richtext editor view opened";"Polarsys";"Kitalpha";"CTK";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"556170";"[Richtext] Add the ability to change the container of Richtext Editor";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556171";"[emde] Remove dependency on EGF packages";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556172";"[Accuracy] inverting parameters at calling OCLConstraintDescriptor constructor";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556173";"[Richtext] Add the ability to contribute a customized version of the editor widget";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556174";"Remove deprecated annotation on « ExtensibleElement :: ownedExtensions »";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556175";"[GenDoc] Use of Link Note in diagram";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556176";"Adding Mass Editing and Mass Visualization capabilities to Kitalpha";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556177";"Mass Actions contextual menus are not extensible";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P4";"normal"
"556178";"Use DRepresentationDescriptor UID for hyperlink to representation";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"WONTFIX";"P3";"enhancement"
"556179";"SWT exception raised when creating/editing rich text description";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556180";"Externalize the instantiation of RichTextEditor in MDENebulaBasedRichTextWidgetImpl";"Polarsys";"Kitalpha";"CTK";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"556181";"[Richtext] Fix packaging of richtext in Kitalpha P2";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556182";"[EMFScheme] restrict visibility of 'load resource' action";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556183";"Fix feature names";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556184";"[ResoucreReuse]  fix error level in logging";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556185";"[ResoucreReuse] improve error handling when there is no metadata available";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556186";"Unnecessary throwing IllegalArgumentException";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556187";"Enhance Mass actions menu";"Polarsys";"Kitalpha";"CTK";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"556188";"[Detachment] renaming of file extension by suffix it by .old";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556189";"Mass View and Editor does not clear elements after closing session";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556190";"[Accuracy]  UI Menu Improvements";"Polarsys";"Kitalpha";"CTK";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"556191";"[Detachment] Cleaning unknown references does not detect/delete Sirius Tables";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556192";"[RichText] Not expected behavior when closing an edited Description Editor";"Polarsys";"Kitalpha";"CTK";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"556193";"Mass Visualization 'Group by' operation fails for elements with no value.";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556194";"[GenDoc] Add mechanism to enhance the ergonomy of search index";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556195";"Widget should take into account its editable state when saving and checking dirty state";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556196";"Improve detachment robustness";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556197";"[ResourceReuse] Performance issue at first loading and reading resources";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"WONTFIX";"P3";"major"
"556198";"[eMDE] ActionBarContributor is not generated as expected";"Polarsys";"Kitalpha";"CTK";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"556199";"""Model Attachment"" feature is obsolete";"Polarsys";"Kitalpha";"CTK";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556207";"Adding new Style in content.css";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556209";"Incomplete generation of map areas for image generated from Sirius diagrams";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556210";"Bad diagram name export if the characters <> are used";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556211";"Exception when exporting diagram to image";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"major"
"556212";"[Docgen] Including customization of branding data in the wizard";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556213";"xHTML pages copyright";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"minor"
"556214";"[Ecore DocGen] Contributive Ecore DocGen";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556216";"Can't generate Ecore documentation by using a generation chain";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"556217";"XHTML DocGen Launched from Sirius Session linked to AFM Model";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P1";"blocker"
"556218";"[Docgen] HTML search indexing misses some lists and tables";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P2";"major"
"556219";"[docgen] Ecore element search pages do not contain pages title";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556220";"[Gendoc] The core gendoc does not build against Sirius 5";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"blocker"
"556221";"[DocGen] Fix path name of exported image with special characters";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"enhancement"
"556222";"Add ability to select sirius representations to export.";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556223";"[GenDoc] Enhance computing index";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"trivial"
"556224";"Adapt the clickable zones of a diagram to the auto-scale value";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556225";"HTML Gendoc is based on XMI ID rather than UID for diagrams";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556226";"Contributing with new HTML pages for model elements";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556227";"Conflicting Sirius version in Capella Gendoc 1.2.x and Kitalpha Gendoc 1.2.x target platforms";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"INVALID";"P3";"enhancement"
"556228";"Navigation from contributed viewpoint elements on diagrams";"Polarsys";"Kitalpha";"CTK/Doc";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"556229";"Initial Contribution";"Polarsys";"Libims";"General";"PC";"Windows 10";"NEW";;"P3";"enhancement"
"556230";"Initial Contribution";"Polarsys";"Reqcycle";"Core";"Macintosh";"Mac OS X";"VERIFIED";"FIXED";"P3";"normal"
"556237";"Support for collaborative work on requirements and traceability";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"ASSIGNED";;"P2";"critical"
"556238";"export traceability links as EMF model";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"VERIFIED";"FIXED";"P3";"major"
"556241";"Traceability Matrixes generation";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"RESOLVED";"DUPLICATE";"P3";"enhancement"
"556242";"Implementation of COPY and REFERENCE mode";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"ASSIGNED";;"P3";"enhancement"
"556244";"Traceability removal in the traceability view";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"RESOLVED";"INVALID";"P3";"enhancement"
"556245";"Property view";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"RESOLVED";"INVALID";"P3";"enhancement"
"556246";"URI resolver";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"NEW";;"P3";"enhancement"
"556247";".ReqCycle conector";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"NEW";;"P3";"enhancement"
"556248";"ReqIF export";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"VERIFIED";"FIXED";"P3";"enhancement"
"556250";"Fix rmf import with xhtml text content";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"VERIFIED";"FIXED";"P4";"normal"
"556251";"Copyright missing for IVersion Manager class and wrong returned type";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"VERIFIED";"FIXED";"P4";"normal"
"556252";"ReqCycle's developer workspace installation is too long";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P4";"normal"
"556253";"Delete all the versions of a datamodel at once";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P4";"normal"
"556254";"Preference import wizard single zip file selection";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P4";"normal"
"556255";"[doc2model] The textContent value of Cell may be truncated";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"NEW";;"P3";"blocker"
"556257";"[doc2model] The Tikaparsing plugin could re-export packages of tika-app-1.5.jar library";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"NEW";;"P3";"enhancement"
"556259";"OCL support on Mars release";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"VERIFIED";"FIXED";"P3";"major"
"556260";"Update ReqCycle for Eclipse Mars";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"VERIFIED";"DUPLICATE";"P3";"enhancement"
"556261";"Update of part of the ATM tutorial";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"VERIFIED";"FIXED";"P3";"enhancement"
"556262";"Scope is not deleted";"Polarsys";"Reqcycle";"Core";"PC";"Windows 10";"ASSIGNED";;"P3";"enhancement"
"556264";"CSV export stopped working after import of a reqIF file";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"VERIFIED";"FIXED";"P3";"major"
"556265";"Traceability export (xls or csv) does not mention model element qualified name";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"556267";"some characters used in requirement source name cause errors later in use of those requirements";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"VERIFIED";"FIXED";"P3";"major"
"556268";"Traceability link status as mandatory attribute";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"RESOLVED";"FIXED";"P2";"enhancement"
"556271";"StringEqual predicate shall allow empty value";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"556275";"Predicates on the value of a link attribute";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"RESOLVED";"FIXED";"P2";"enhancement"
"556276";"technical: refactor code concerning deletion of traceability link";"Polarsys";"Reqcycle";"Core";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"enhancement"
"556277";"Word import creates several requirements with same ID in some cases";"Polarsys";"Reqcycle";"requirement connector";"PC";"Mac OS X";"RESOLVED";"FIXED";"P2";"major"
